timestamp	commit	toffoli	clifford	qubits	ops	correct	notes
1776453416	b8a8b0f	5726273.000	29963693.257	3360	42408267	OK	kaliski 2n-50 4096 shots
1776453463	b8a8b0f	5419435.000	28190724.539	3311	40171123	OK	kaliski 2n-50 with 4096 shots
1776453487	b8a8b0f	5126235.000	26568961.571	3271	38031603	OK	kaliski 2n-90 at 4096
1776453511	b8a8b0f	4965235.000	25699288.417	3251	36856243	OK	kaliski 2n-110 at 4096
1776453527	b8a8b0f	152535.469	789055.437	3241	36242163	FAIL	kaliski 2n-120 at 4096 | CLASSICAL MISMATCH shot 97: got (0x575b3d1dfdb4e7156dd03d0a05b1792abbfd84297a49d7bede448303fd094855,0xc2eeaf08ed90b3840c1c9e24343e2ef8a8c687613eef0e396199dcd267e41839) exp (0x3ac50ff5eb7e06a4fb4c5da1a8858cd302411b1ffc2cd665aa06098c1aca79a1,0x8f153d4374dd1c7327dcff162c96185b5b1e21ca90440d82630d9ce29aaf211)
1776453549	b8a8b0f	3000248.672	15524281.893	3246	36551403	FAIL	kaliski 2n-115 at 4096 | PHASE GARBAGE: global_phase = 0x0000000000008000 across 64 live shots (must be 0)
1776453575	b8a8b0f	4948607.000	25610163.904	3249	36734835	OK	kaliski 2n-112 at 4096
1776453931	5f2adb5	4931883.000	25520653.816	3247	36612723	OK	kaliski 2n-114 at 4096
1776453965	5f2adb5	2362226.922	12220916.303	3243	36366387	FAIL	kaliski 2n-118 at 9024 | CLASSICAL MISMATCH shot 4337: got (0xfcab1d20a847b96c32f48e89c6adf232b65f1fc45300a485c66adb5fea60601c,0xf66ac52e2c02f300776b4f32166c97b62b81e6a56a38c40ea026e13710f7354c) exp (0x1a378243832bf7c82b7231e4577d77878531fac2576c7c25fa3ae61954b110ed,0x4e4f64c5ee348c6e90cf913c2a75dfb27d4f513b4eb2e0ee88d1ed358b5d9e36)
1776453999	5f2adb5	3416143.078	17675267.681	3245	36489907	FAIL	kaliski 2n-116 at 9024 | CLASSICAL MISMATCH shot 6242: got (0x92d43264e0d6267d848b2fce5d8fe0df371416e1e8c6f6f961b0b5db66f57f83,0xb7325add9ff32afa6f3cfc439285e9dc576e3324536e40cfc87575a471ed0be6) exp (0x3c690b25d1dd278cd2d3f1d172a322defb326042162df571e8fe8f5a26a25fe2,0x18e882f909db53f06eb5b10f6ce06dc74478c72d9ade956c3b0e4fb13ec1fe84)
1776454029	5f2adb5	2409365.000	12466840.903	3246	36551403	FAIL	kaliski 2n-115 at 9024 | PHASE GARBAGE: global_phase = 0x0000000000000010 across 64 live shots (must be 0)
1776454069	5f2adb5	4931883.000	25520653.816	3247	36612723	OK	kaliski 2n-114 at 9024 final
1776454399	adcf4eb	4931883.000	25520653.816	3247	36612723	OK	pair-specific K refactor baseline
1776454427	adcf4eb	34491.199	178408.265	3247	36111603	FAIL	K1=398 K2=382 probe | PHASE GARBAGE: global_phase = 0x0000000000000020 across 64 live shots (must be 0)
1776454449	adcf4eb	417575.234	2160443.834	3247	36427443	FAIL	K1=398 K2=392 probe | PHASE GARBAGE: global_phase = 0x0000000000004000 across 64 live shots (must be 0)
1776454492	adcf4eb	4931883.000	25520653.816	3247	36612723	OK	restore K2=K1
1776454619	bce0428	34797.936	180037.397	3247	36427443	FAIL	K1=392 K2=398 probe | CLASSICAL MISMATCH shot 24: got (0x69e63668c0fa5fa91fb46bb2a008404b5dbffd95ca5c26439570fc1f6529e751,0xde818cb56a16aec06dd91fbf6afa8b82398250eb63efbc7746a9071eba48d7aa) exp (0x49f615b4b5dcedc82d91959b25cbcbeb2eba0a0570b949aa1f68c6bfec83599,0x3d0a88364eecdf13219295e4ddfdbd23fd9aeb2a78758d78bbbd9d53b037f609)
1776454660	bce0428	4931883.000	25520653.816	3247	36612723	OK	restore baseline K=398
1776454793	bce0428	4931883.000	25520653.816	3247	36612723	OK	verify current state
1776455829	bce0428	4931883.000	25520653.816	3247	36612723	OK	baseline verify before 2x attempt
1776456660	bce0428	4931883.000	25520653.816	3247	36612723	OK	session 2026-04-17: 2x analysis, monty batch inversion ruled out analytically
1776457285	bce0428	4931883.000	25520653.816	3247	36612723	OK	loop iteration 1 baseline verify
1776457885	bce0428	4930863.000	25510859.907	3247	36601419	OK	R_SMALL_THRESHOLD 255 -> 256 probe
1776457938	3b1d88d	4926783.000	25471767.080	3247	36556203	OK	R_SMALL_THRESHOLD probe 260
1776457979	3b1d88d	4885983.000	25080819.104	3247	36104043	OK	R_SMALL_THRESHOLD probe 300
1776458001	3b1d88d	33943.426	171084.366	3247	34996251	FAIL	R_SMALL_THRESHOLD probe 398 | CLASSICAL MISMATCH shot 0: got (0x697796c3e42421dc66ab6cd3c59b1b865b86d4e4099bbdba110b04ed769890ab,0x4646111dbb09a7099b71c7b07fc83852ca8124be2bc8df5928afe1bc20885ec6) exp (0xc3553eea9c3f3fec9e9508c41e2a93c9f5037e855c793d7840dc609e07fb8ede,0x2830a02c8bb33d797acb746606ba34bbc59888833a88fc95ecd1ade9ef508404)
1776458022	3b1d88d	34290.660	174411.656	3247	35538843	FAIL	R_SMALL_THRESHOLD probe 350 | CLASSICAL MISMATCH shot 7: got (0x1dcea48fb2687b2c4a49bc261f6918e4abb7c62600e61e99e5d312afc9ae7d5e,0x606ef0e5f6018718ad9327ed859eb20c7b1dd55fa69e3cd8207cba51780e4df9) exp (0x82d71e313f76b1a5306dc6976bfd5cdea0ba54ab2d7d1e60eda65887586ef8ee,0xb53ba14891f3f36b9c22145fc3eb615dca780fe6fb9eb80c55066add4325185b)
1776458062	3b1d88d	4865583.000	24885330.397	3247	35877963	OK	R_SMALL_THRESHOLD probe 320
1776458084	3b1d88d	206395.021	1052708.625	3247	35708403	FAIL	R_SMALL_THRESHOLD probe 335 | CLASSICAL MISMATCH shot 357: got (0xe802e544bab0e5bc5a4650701157c6568c68bb0d70df05dcc42321638923d4f0,0xe9afdc6821cb137044d08611c62bbf9efe485224ce48ecb7a7060633c2605858) exp (0x3b0461419a284b964f69432e14287ebc1cfc212cef315b9dee5c68b8781e727d,0x51f8a7d9a67acf8547359c84d3d3a00d917ee244c7a4697caa93d63c2dbe12fa)
1776458113	3b1d88d	1723575.532	8807258.266	3247	35821443	FAIL	R_SMALL_THRESHOLD probe 325 | PHASE GARBAGE: global_phase = 0x0000000000000800 across 64 live shots (must be 0)
1776458153	3b1d88d	4863543.000	24865783.491	3247	35855355	OK	R_SMALL_THRESHOLD probe 322
1776458192	3b1d88d	4861503.000	24846248.669	3247	35832747	OK	R_SMALL_THRESHOLD probe 324
1776458926	03bff2c	34471.482	176200.041	3247	35829675	FAIL	rs_width_step3 iter+1 -> iter probe | CLASSICAL MISMATCH shot 0: got (0x7ff315deb73d0d9b892d4fd2e16009a2f50aff87ebebe70fb28fa7ae743c5b6b,0x16106b606edc40dec73af05e7b613bb702e9a6a4069a6784294715c25d36613f) exp (0xd70f9fad47bac7c7e324d1486f3721ed04310be054747c705cb13166ece5efab,0xbdbf6b1e4faae3fd38d5bebb10657e3a1c651bc8559f1d25402228f50c9b697f)
1776459130	03bff2c	4860935.000	24841401.503	3247	35825931	OK	cmp_width 2n-iter -> 2n-iter-1 probe
1776459157	03bff2c	1034120.638	5284378.097	3247	35819115	FAIL	cmp_width 2n-iter-2 probe | CLASSICAL MISMATCH shot 1889: got (0x60a9e5e401a8c717d026c9460d245152ab2a9dc5403b6156076f6aa59cd69107,0x44479bb6713fac8a1cbf79236e7aa57f1a4c65b345119f6ca25219c6634351df) exp (0xb94db26d882648a5775d46fa2e26b79646769b164959d1b3efcace1efb584397,0x903280fb6066c61e3867c963031286a9e1dcb9aaa9dbdb9e389fb2ad44b723bc)
1776459308	03bff2c	4860935.000	24841401.503	3247	35825931	OK	cmp_width 2n-iter-1 verify
1776460151	11fe0a0	1482412.801	7575280.759	2965	35824399	FAIL	reuse kaliski u/v_w as tmp_ext scratch | CLASSICAL MISMATCH shot 2742: got (0x58549deb8c0c02ed5ec8e569cb1ee99dcd8fb3a6dc97be72921ef1c016776158,0x132706070770a9c87bcf8821d09483d42acc0f14f66fbb970d3ba755c2b0b154) exp (0x8eabf299e4e3486a3c1bdb8d8aca1adff4816907a433036fedab92850d297d9b,0x71d619d33d14ae5fea5d8b1c020085f9b73018555cae87ce57fc6c8f3dd8c5ac)
1776460280	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	pair 1 scratch only | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460320	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	pair 1 scratch verify | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460370	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	pair 1 scratch verify | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460386	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	pair 1 scratch verify | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460420	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	pair 1 scratch | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460440	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	count fails | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460572	11fe0a0	4860935.000	24841401.503	3247	35825931	OK	_tmp variants only, no scratch
1776460689	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	debug test | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460710	11fe0a0	344747.163	1761732.157	3247	35824909	FAIL	debug run | CLASSICAL MISMATCH shot 579: got (0xc2f39f5faa5d7b64e59501e89c36169e49021dbeb61321f86ec912eec45a43f6,0x8d92ba9b6ed9aba1769d9db577cd408425b9f9858b53a7d10f5c996940cf8771) exp (0xa3a8619f67301a5af59364a7f46604a49359314927552371529aaaff082f1ada,0xa981eed8828baf53f70eaf01e8141c093f75b92124249fd3025e29e07cef89bc)
1776460912	11fe0a0	1447938.085	7399341.683	3247	35825163	FAIL	v_w-only scratch (hi fresh) | CLASSICAL MISMATCH shot 2663: got (0x70b847de4bbfe52dc9cf6d68d24509bdaaeabb7fbf5865540888a07e4fdd968b,0x615b37c222ca3330742fb57e2fc4f1d4cbd140f7ef96df60a416660a16a911b6) exp (0x1492bb62deecb4c0eaca19e4d374bf9f8947ae2f9b52122e1c2240b29e1ef278,0xb8f03689d5b28abab4baebb291e31e4d5b6204638a81b213d5edf2ea2126fcf9)
1776461060	11fe0a0	4860935.000	24840890.905	3247	35825419	OK	both fresh debug
1776461122	11fe0a0	655019.610	3347384.333	3247	35825675	FAIL	free+realloc v_w test | CLASSICAL MISMATCH shot 1199: got (0x9dae960d86468790333a1705968a2c0a807838af9dbc9e1a40fe9957f977ea4d,0xe1fb29b8cd86ab5002ba47ffcec72636c0185efd4223e1d4e9b7c5095c19e90e) exp (0x8699234531807491132070e964979485cc40daf5e39e559efb179725718f7111,0x44299ef81f12eb1cc8fc8faa94ba0e16b912cd17a1b62e18068e44473bdd7b69)
1776461558	11fe0a0	4860935.000	24841401.503	3247	35825931	OK	verify baseline after session
1776462819	11fe0a0	4860935.000	24841401.503	3247	35825931	OK	pre-rewrite baseline check
1776463728	11fe0a0	38382.291	198270.338	4000	39767155	FAIL	one-level karatsuba q*q product core | CLASSICAL MISMATCH shot 1: got (0x303e071ff0081e2a292ee099ba1e986c0ccd628f3c00d91e357391e38023645d,0x9dbfdc478791e82877a6d3c2d19a3e8741def22f96d7cef35ea8ca8ff09c72af) exp (0x303e071ff0081e2a292ee099ba1e986c0ccd628f3c00d91e357391e38023645d,0x9dbfdc478791e82877a6d3c6d19a4dcb41def22f96d7cef35ea8ca8ff09c72af)
1776465713	11fe0a0	34329.511	174559.448	3578	35559403	FAIL	direct hi*c fold for zero-acc schoolbook reducer | CLASSICAL MISMATCH shot 0: got (0xfdec424f95aa1cd6b23d629bfcb54ddf3001c60dfa80d05d1bd13e41f8bbeb4d,0x77677cb242b79a60b12045f173f5cd8661470883ebc55255a5ddea3b12568686) exp (0xfdf8f547c25f229c026664fc83c12163e8263c593ab9bd9362f4aa01cc1956b4,0x4ba79be3c6913176d13ad873ca85925691d80ba5c25b02b2b91feee369ee7535)
1776466295	11fe0a0	1482412.801	7575280.759	2965	35824399	FAIL	reuse Kaliski u/v_w as schoolbook tmp_ext scratch | CLASSICAL MISMATCH shot 2742: got (0x58549deb8c0c02ed5ec8e569cb1ee99dcd8fb3a6dc97be72921ef1c016776158,0x132706070770a9c87bcf8821d09483d42acc0f14f66fbb970d3ba755c2b0b154) exp (0x8eabf299e4e3486a3c1bdb8d8aca1adff4816907a433036fedab92850d297d9b,0x71d619d33d14ae5fea5d8b1c020085f9b73018555cae87ce57fc6c8f3dd8c5ac)
1776466526	11fe0a0	4860935.000	24840320.483	3195	35824855	OK	reuse Kaliski zero tail as schoolbook tmp_ext scratch
1776467084	11fe0a0	36728.191	188722.139	2965	37856488	FAIL	seeded Kaliski quotient replaces inv*numerator multiplies | CLASSICAL MISMATCH shot 0: got (0x617eca562edfb0530d7beb74674a7bd5db385a01a3e29a483ebe3a4e72e969c6,0x53f06e83bd3e1eaff02eaa16d2f8a48ef2ec034dc00bfd2bc257e7f63da85ef9) exp (0x641d203f1fde7529a86deee8a437e61beedc6634389b1ca15135599a8976e2f4,0xbef68d336b7485f6cf082a1f1b3ed97bd05fe979366c5a4b898c43926d761b6f)
1776467368	11fe0a0	4860935.000	24839828.366	3195	35824343	OK	move pair2 Ry+Qy multiply under Kaliski scratch
1776467687	11fe0a0	2068482.979	10570032.778	3195	35824087	FAIL	reuse ty as lam^2 square tmp under pair2 scratch | CLASSICAL MISMATCH shot 3824: got (0x999b6d396ab60018edd9e4761c3db2bd9d9ef89e42de5b50afb840a51265fc47,0x94547a68ebbf3d97a81ab0e3c40e4723cec9748005283382ea058d1ba039a5b3) exp (0x8487b33a6a065fef11774e05f816efdbcb0ee724f8fd2c6ca861f6bf6d040838,0xf71e340847e55e6ce6c7de271f6f8dd8ff997c115db54f67bac045b46606ca5f)
1776468045	11fe0a0	4860935.000	24839828.366	3195	35824343	OK	restore pair2 scratch baseline after ty square revert
1776468091	11fe0a0	4856738.000	24817384.182	3196	35793709	OK	K2=397 boundary probe
1776468121	11fe0a0	1342188.872	6858165.918	3197	35762987	FAIL	K2=396 boundary probe | CLASSICAL MISMATCH shot 2443: got (0xe2c335fcbb9754a2e24ab798bad73620953c91056d33f09cd7c85316bd5be0d,0xaf7ddc4a39baefd8f0c926afa95ce93616e87644abef9b6b6aec4a9cfb5ce4e6) exp (0x5f18b89c4916f0a0bebcb8bb51d8f220d84b4fa5cd7c42a75cc407be9058ea48,0xf45f783807bea1924466ddde520ae110aedbb417a1c6cd96b58cc620444926b)
1776468167	11fe0a0	4852541.000	24794942.592	3196	35763075	OK	K1=397 K2=397 boundary probe
1776468679	11fe0a0	4860935.000	24839828.366	3195	35824343	OK	commit zero-tail scratch reuse (3247->3195 qubits)
1776470977	ffbcdcb	4860935.000	24839828.366	3195	35824343	OK	mem cleared: baseline verification
1776471294	ffbcdcb	4852541.000	24794942.592	3196	35763075	OK	K1=K2=397 commit attempt
1776471405	4ac9dd7	34227.099	174049.412	3196	35469171	FAIL	R_SMALL_THRESHOLD=350 probe | CLASSICAL MISMATCH shot 5: got (0x2a7b7e70280dadb0b7ba93e0a42cc3424487abf63a8c7c2f1862c94a7914225,0xa3aea99613e0f8e09f2b6bb2b4ed91bede09161500e67d58879802fa4e605706) exp (0xb4878b5773714679d034da5cd865f3eed7246cfa78537bf6dc1fedcb2593f186,0x3a699d8c94cfa83d005c6bf4ae07003fe1f287f189c53241d14f99bede0e0d82)
1776471440	4ac9dd7	3609036.915	18420655.022	3196	35695251	FAIL	R_SMALL_THRESHOLD=330 probe | CLASSICAL MISMATCH shot 6688: got (0x7f0dea05967aeab9aeddddb60377ef1e22e2888df3a48a95dbf3410b924fc0cb,0xaaf50475d38da53dad9fe174d55bc23b122e833f996265b6244b75c8a2313a91) exp (0x9275c751dd5612480d4b96ca0d3fc97b28c1e7339efa63f06fbdde17ae027e8d,0xf4977cefb7788ee815800125fa4e569d094c0507ef4084ae9ef6dcb41f92c712)
1776472208	4ac9dd7	4852541.000	24794942.592	3196	35763075	OK	iteration 1 end: K=397 only commit
1776472520	4ac9dd7	3049591.943	15579456.184	3201	35608585	FAIL	K2=392 probe | CLASSICAL MISMATCH shot 5672: got (0x30e06d9e625588ed539c9376e951f7a31e06e911c1050ebaf702597bfc33331e,0xb7e77bf3cfe80523f6a9065525ac3f895ca3de9819b4ec702b3c50c56f25ccfe) exp (0x1c171b49fed523531349ec95772f7cd3e5da0b5cf24da2178924b470b6856972,0x6cb6ef9640e1c3424b600cf4b80a0d01f3a4c46f994811e9291b787d79583858)
1776473648	4ac9dd7	4852541.000	24794942.592	3196	35763075	OK	divstep scaffold added (dead code), kaliski unchanged
1776473945	4ac9dd7	4852541.000	24794942.592	3196	35763075	OK	iter 3: scaffold with partial steps 1-6 + 8
1776474271	4ac9dd7	4852541.000	24794942.592	3196	35763075	OK	iter 4: divstep scaffold with full steps 1-9 (g0_save uncompute still wrong)
1776476910	4ac9dd7	4852541.000	24794942.592	3196	35763075	OK	baseline before bold restructure
1776477110	4ac9dd7	3850843.511	19955371.160	3196	33931139	FAIL	skip STEP 0 OR chain for iter<128 probe | PHASE GARBAGE: global_phase = 0x0000000000004000 across 64 live shots (must be 0)
1776477282	4ac9dd7	4851517.000	24792400.187	3196	35748763	OK	STEP0_SKIP=1 probe
1776477326	4ac9dd7	3293187.837	16944709.708	3196	34847107	FAIL	STEP0_SKIP=64 probe | CLASSICAL MISMATCH shot 6201: got (0x54153e905a5f5fcb3530b6b83f3115d28e9a3a645f6d69ed582ba7b6ba99f8b9,0xead9ed708f0fa0c601320038f8794d49f3d1acbd7ba020c2c40462fb6d60dae8) exp (0x8d7e8bcc9115c4631adf008c2ca51b83b819bff16edca2d4c5ec5902730abcee,0xfb58aac57c761119731c3333fe50a422d22a15f4771abd8dd4e5173d85cc2ba7)
1776477352	4ac9dd7	615290.170	3154843.922	3196	35305091	FAIL	STEP0_SKIP=32 probe | PHASE GARBAGE: global_phase = 0x0000080000000000 across 64 live shots (must be 0)
1776477386	4ac9dd7	2473710.128	12650789.128	3196	35648579	FAIL	STEP0_SKIP=8 probe | PHASE GARBAGE: global_phase = 0x4000000000000000 across 64 live shots (must be 0)
1776477417	4ac9dd7	1685632.319	8614910.278	3196	35734451	FAIL	STEP0_SKIP=2 probe | CLASSICAL MISMATCH shot 3125: got (0xa0d0d94ba08938b93736630410b4aa8f964581d487951dfbcf11dcbad55312d0,0x581d8b67386644839cdf27c60db79eb4518e5ce94071a0f224493ba60ab31795) exp (0x5241ab5a85224543496e2f709ac50a681f6c5462cc891c634cd62e7cdd3c43ff,0xb0b4e4fb73ad175a7b067e252e1bea46c2738d677d8e42772790d3d5a58c7483)
1776477564	4ac9dd7	4851517.000	24792400.187	3196	35748763	OK	STEP0_SKIP=1 iter 0 skip
